TOLLGATE_ID,INTERSECTION_ID,SA00,SA01,SA02,SA03,SA04,SA05,TRN_STA,TRN_END,DAY1MEAN,DAY1MAX,DAY1MIN,DAY1MEDIAN,DAY1STD,DAY2MEAN,DAY2MAX,DAY2MIN,DAY2MEDIAN,DAY2STD,DAY3MEAN,DAY3MAX,DAY3MIN,DAY3MEDIAN,DAY3STD,SUM_LENGTH,SI00,SI01,SI02,SI03,SI04,SI05,SI06,SI07,SI08,FIX,RATIO,ROUTE_HOUR_head,ROUTE_PCT_head,ROUTE_MIN_TTIME,ROUTE_MAX_TTIME,ROUTE_LAST_TTIME,ROUTE_MEAN_TTIME,TST_STA,XTST_END,TSTW00,TSTW01,TSTW02,TSTW03,TSTW04,TRNW00,TRNW01,TRNW02,TRNW03,TRNW04,TOLLGATE_ID01,TOLLGATE_ID02,TOLLGATE_ID03,INTERSECTION_ID01,INTERSECTION_ID02,INTERSECTION_ID03,TIME_MEAN,TIME_STD,TIME_MIN,TIME_MAX,TIME_Median,TRN_START_HOUR,TRN_END_HOUR,DAYOFW
1,C,196.36,196.36,196.36,147.55,128.38,128.38,2016-10-19 06:00:00,2016-10-19 06:00:00,176.32000000000005,311.04,136.22,146.58499999999995,68.02268886187903,197.6966666666667,224.46,168.88,198.21,17.67666672952417,186.5833333333333,208.9,137.52,197.65,29.03361201550139,1550,1.0131510000299218,1.0886538951701838,0.9408621412737918,0.9618037004106204,0.9985083353107684,0.9391834021582036,1.0033738334254392,1.0360665663713848,1.0183971258496856,175.72712594871788,0.930645639100516,13,0.06429293103003163,1.8021978021978025,22.054945054945044,20.25274725274725,13.084869212399814,2016-10-19 08:00:00,2016-10-19 09:40:00,70.96193923438314,0.6000000000000001,1010.85,1015.85,92.5,70.62283622386832,1.0,1010.8,1015.8,89.0,1,0,0,0,0,1,165.56500000000003,34.452822090505165,128.38,196.36,171.955,6,6,2
3,C,126.74,126.74,126.74,126.74,98.03,98.03,2016-10-19 06:00:00,2016-10-19 06:00:00,154.94333333333333,182.06,104.42,160.79500000000004,32.35332976165925,197.6966666666667,224.46,168.88,198.21,17.67666672952417,189.78,189.78,189.78,189.78,29.03361201550139,1206,1.0144164583686708,1.0515945070797112,0.9522991847529954,0.9770637280995886,0.9838781326446244,0.9504709298750592,0.9881994623561104,1.0662881063091818,1.0157894905140596,180.4999970094317,0.9646460223396522,16,0.07902137568078013,3.2197802197802203,21.978021978021975,18.75824175824176,13.52452445935476,2016-10-19 08:00:00,2016-10-19 09:40:00,70.96193923438314,0.6000000000000001,1010.85,1015.85,92.5,70.62283622386832,1.0,1010.8,1015.8,89.0,0,0,1,0,0,1,117.17,14.825780249281989,98.03,126.74,126.74,6,6,2
2,A,63.58,49.79,60.88,74.07,62.99,75.79,2016-10-20 06:00:00,2016-10-20 06:00:00,60.40166666666667,100.11,37.41,57.65,22.897130315099893,54.19666666666668,68.02,41.1,54.39,10.658721624410061,56.598333333333336,72.16,43.74,55.28,10.555528251426672,384,1.0663177160803043,1.0320358648852992,0.9867175672164054,0.9796558279585128,0.9746805116631798,0.9732360649967928,1.0274028149863077,1.0058163620275231,0.9541372701856752,62.3075964619127,1.0332176936494502,8,0.05739597356236325,0.10989010989010987,23.0,22.89010989010989,12.128412391311135,2016-10-20 08:00:00,2016-10-20 09:40:00,72.71261683180384,0.0,1007.95,1012.95,95.0,71.49481402466961,0.0,1007.8,1012.8,94.0,0,1,0,1,0,0,64.51666666666667,9.504339359822264,49.79,75.79,63.285,6,6,3
3,A,113.05,101.67,201.2,160.84,143.93,203.09,2016-10-20 06:00:00,2016-10-20 06:00:00,152.06166666666667,216.15,89.51,150.755,42.41586703895921,158.0066666666667,233.68,69.48,147.57999999999996,57.51184109960893,155.6916666666667,211.71,68.25,161.86,49.847593890444365,852,1.0877593175467717,1.0343430602504002,1.0055119054879875,0.9732037721245056,1.0048819418848,0.9651042400835212,0.9860730285896252,0.9778385043479576,0.9652842296844318,111.11753067287256,1.0516426893060409,9,0.06681380681709448,0.17582417582417584,22.934065934065927,22.758241758241766,12.511789475590279,2016-10-20 08:00:00,2016-10-20 09:40:00,72.71261683180384,0.0,1007.95,1012.95,95.0,71.49481402466961,0.0,1007.8,1012.8,94.0,0,0,1,1,0,0,153.96333333333334,42.89797648685385,101.67,203.09,152.385,6,6,3
1,B,70.72,70.72,121.42,106.16,111.77,122.1,2016-10-20 06:00:00,2016-10-20 06:00:00,121.81166666666668,209.86,85.23,111.04,45.08695971860009,90.51666666666664,129.44,48.68,97.32,31.34045926062135,103.838,136.97,75.72,88.24,27.660638459731906,821,1.02900866904287,1.0533666682268772,0.9513720216376176,0.9813500303402264,0.9679332991726252,0.953845731446644,1.0197554233074846,1.031411208509338,1.0119569483163164,119.2540850683284,0.9768760490352244,14,0.0680798805423783,1.967032967032967,22.01098901098901,20.043956043956047,12.681418474823381,2016-10-20 08:00:00,2016-10-20 09:40:00,72.71261683180384,0.0,1007.95,1012.95,95.0,71.49481402466961,0.0,1007.8,1012.8,94.0,1,0,0,0,1,0,100.48166666666668,23.81994829269507,70.72,122.1,108.965,6,6,3
3,B,126.27,84.63,110.79,110.79,66.86,107.81,2016-10-20 06:00:00,2016-10-20 06:00:00,101.82166666666666,141.43,73.72,104.585,23.93677289583261,92.28666666666665,121.02,54.75,91.975,26.083249541931444,68.39666666666666,110.83,11.97,76.57,35.59020520686368,477,1.0284911604529021,1.0045725806193502,0.9900553552098664,0.9689588485754879,1.0054613567652348,0.9930162684217092,0.9937102324557348,1.024938613986887,0.9907955835128271,108.07476515019579,1.0238097080240889,9,0.060640992728673127,0.42857142857142855,22.758241758241766,22.32967032967033,12.755571867052007,2016-10-20 08:00:00,2016-10-20 09:40:00,72.71261683180384,0.0,1007.95,1012.95,95.0,71.49481402466961,0.0,1007.8,1012.8,94.0,0,0,1,0,1,0,101.19166666666668,21.493874863938952,66.86,126.27,109.3,6,6,3
1,C,181.54,157.32,162.36,247.7,247.7,247.7,2016-10-20 06:00:00,2016-10-20 06:00:00,165.56500000000003,196.36,128.38,171.955,34.452822090505165,176.32000000000005,311.04,136.22,146.58499999999995,68.02268886187903,197.6966666666667,224.46,168.88,198.21,17.67666672952417,1550,1.0131510000299218,1.0886538951701838,0.9408621412737918,0.9618037004106204,0.9985083353107684,0.9391834021582036,1.0033738334254392,1.0360665663713848,1.0183971258496856,175.72712594871788,0.930645639100516,13,0.06429293103003163,1.8021978021978025,22.054945054945044,20.25274725274725,13.084869212399814,2016-10-20 08:00:00,2016-10-20 09:40:00,72.71261683180384,0.0,1007.95,1012.95,95.0,71.49481402466961,0.0,1007.8,1012.8,94.0,1,0,0,0,0,1,207.38666666666668,44.89457992527234,157.32,247.7,214.62,6,6,3
3,C,157.02,157.02,157.02,92.89,717.25,179.64,2016-10-20 06:00:00,2016-10-20 06:00:00,117.17,126.74,98.03,126.74,14.825780249281989,154.94333333333333,182.06,104.42,160.79500000000004,32.35332976165925,197.6966666666667,224.46,168.88,198.21,17.67666672952417,1206,1.0144164583686708,1.0515945070797112,0.9522991847529954,0.9770637280995886,0.9838781326446244,0.9504709298750592,0.9881994623561104,1.0662881063091818,1.0157894905140596,180.4999970094317,0.9646460223396522,16,0.07902137568078013,3.2197802197802203,21.978021978021975,18.75824175824176,13.52452445935476,2016-10-20 08:00:00,2016-10-20 09:40:00,72.71261683180384,0.0,1007.95,1012.95,95.0,71.49481402466961,0.0,1007.8,1012.8,94.0,0,0,1,0,0,1,243.47333333333336,233.9388386452037,92.89,717.25,157.02,6,6,3
2,A,60.93,40.73,48.95,49.87,55.85,75.14,2016-10-21 06:00:00,2016-10-21 06:00:00,64.51666666666667,75.79,49.79,63.285,9.504339359822264,60.40166666666667,100.11,37.41,57.65,22.897130315099893,54.19666666666668,68.02,41.1,54.39,10.658721624410061,384,1.0663177160803043,1.0320358648852992,0.9867175672164054,0.9796558279585128,0.9746805116631798,0.9732360649967928,1.0274028149863077,1.0058163620275231,0.9541372701856752,62.3075964619127,1.0332176936494502,8,0.05739597356236325,0.10989010989010987,23.0,22.89010989010989,12.128412391311135,2016-10-21 08:00:00,2016-10-21 09:40:00,69.53659137251104,0.25,1004.2000000000003,1009.2000000000003,337.5,69.25452265762713,0.5,1004.1,1009.1,335.0,0,1,0,1,0,0,55.24500000000001,11.897051315347008,40.73,75.14,52.86,6,6,4
3,A,112.16,112.6,141.56,118.98,191.19,161.27,2016-10-21 06:00:00,2016-10-21 06:00:00,153.96333333333334,203.09,101.67,152.385,42.89797648685385,152.06166666666667,216.15,89.51,150.755,42.41586703895921,158.0066666666667,233.68,69.48,147.57999999999996,57.51184109960893,852,1.0877593175467717,1.0343430602504002,1.0055119054879875,0.9732037721245056,1.0048819418848,0.9651042400835212,0.9860730285896252,0.9778385043479576,0.9652842296844318,111.11753067287256,1.0516426893060409,9,0.06681380681709448,0.17582417582417584,22.934065934065927,22.758241758241766,12.511789475590279,2016-10-21 08:00:00,2016-10-21 09:40:00,69.53659137251104,0.25,1004.2000000000003,1009.2000000000003,337.5,69.25452265762713,0.5,1004.1,1009.1,335.0,0,0,1,1,0,0,139.6266666666667,31.755605279488325,112.16,191.19,130.27,6,6,4
1,B,143.89,122.73,143.17,117.39,83.1,105.08,2016-10-21 06:00:00,2016-10-21 06:00:00,100.48166666666668,122.1,70.72,108.965,23.81994829269507,121.81166666666668,209.86,85.23,111.04,45.08695971860009,90.51666666666664,129.44,48.68,97.32,31.34045926062135,821,1.02900866904287,1.0533666682268772,0.9513720216376176,0.9813500303402264,0.9679332991726252,0.953845731446644,1.0197554233074846,1.031411208509338,1.0119569483163164,119.2540850683284,0.9768760490352244,14,0.0680798805423783,1.967032967032967,22.01098901098901,20.043956043956047,12.681418474823381,2016-10-21 08:00:00,2016-10-21 09:40:00,69.53659137251104,0.25,1004.2000000000003,1009.2000000000003,337.5,69.25452265762713,0.5,1004.1,1009.1,335.0,1,0,0,0,1,0,119.22666666666667,23.248544613946624,83.1,143.89,120.06,6,6,4
3,B,146.32,48.07,59.52,103.71,68.25,104.03,2016-10-21 06:00:00,2016-10-21 06:00:00,101.19166666666668,126.27,66.86,109.3,21.493874863938952,101.82166666666666,141.43,73.72,104.585,23.93677289583261,92.28666666666665,121.02,54.75,91.975,26.083249541931444,477,1.0284911604529021,1.0045725806193502,0.9900553552098664,0.9689588485754879,1.0054613567652348,0.9930162684217092,0.9937102324557348,1.024938613986887,0.9907955835128271,108.07476515019579,1.0238097080240889,9,0.060640992728673127,0.42857142857142855,22.758241758241766,22.32967032967033,12.755571867052007,2016-10-21 08:00:00,2016-10-21 09:40:00,69.53659137251104,0.25,1004.2000000000003,1009.2000000000003,337.5,69.25452265762713,0.5,1004.1,1009.1,335.0,0,0,1,0,1,0,88.31666666666666,36.60591081596887,48.07,146.32,85.97999999999998,6,6,4
1,C,194.36,182.47,182.47,184.69,184.69,168.56,2016-10-21 06:00:00,2016-10-21 06:00:00,207.38666666666668,247.7,157.32,214.62,44.89457992527234,165.56500000000003,196.36,128.38,171.955,34.452822090505165,176.32000000000005,311.04,136.22,146.58499999999995,68.02268886187903,1550,1.0131510000299218,1.0886538951701838,0.9408621412737918,0.9618037004106204,0.9985083353107684,0.9391834021582036,1.0033738334254392,1.0360665663713848,1.0183971258496856,175.72712594871788,0.930645639100516,13,0.06429293103003163,1.8021978021978025,22.054945054945044,20.25274725274725,13.084869212399814,2016-10-21 08:00:00,2016-10-21 09:40:00,69.53659137251104,0.25,1004.2000000000003,1009.2000000000003,337.5,69.25452265762713,0.5,1004.1,1009.1,335.0,1,0,0,0,0,1,182.8733333333333,8.291452627053157,168.56,194.36,183.58,6,6,4
3,C,164.04,164.04,237.13,138.08,189.71,189.71,2016-10-21 06:00:00,2016-10-21 06:00:00,243.47333333333336,717.25,92.89,157.02,233.9388386452037,117.17,126.74,98.03,126.74,14.825780249281989,154.94333333333333,182.06,104.42,160.79500000000004,32.35332976165925,1206,1.0144164583686708,1.0515945070797112,0.9522991847529954,0.9770637280995886,0.9838781326446244,0.9504709298750592,0.9881994623561104,1.0662881063091818,1.0157894905140596,180.4999970094317,0.9646460223396522,16,0.07902137568078013,3.2197802197802203,21.978021978021975,18.75824175824176,13.52452445935476,2016-10-21 08:00:00,2016-10-21 09:40:00,69.53659137251104,0.25,1004.2000000000003,1009.2000000000003,337.5,69.25452265762713,0.5,1004.1,1009.1,335.0,0,0,1,0,0,1,180.45166666666668,33.8168912921733,138.08,237.13,176.875,6,6,4
2,A,33.68,81.57,52.29,51.07,58.39,90.94,2016-10-22 06:00:00,2016-10-22 06:00:00,55.24500000000001,75.14,40.73,52.86,11.897051315347008,64.51666666666667,75.79,49.79,63.285,9.504339359822264,60.40166666666667,100.11,37.41,57.65,22.897130315099893,384,1.0663177160803043,1.0320358648852992,0.9867175672164054,0.9796558279585128,0.9746805116631798,0.9732360649967928,1.0274028149863077,1.0058163620275231,0.9541372701856752,62.3075964619127,1.0332176936494502,8,0.05739597356236325,0.10989010989010987,23.0,22.89010989010989,12.128412391311135,2016-10-22 08:00:00,2016-10-22 09:40:00,73.73150096422137,1.6,999.8,1004.7000000000003,101.5,72.03436674285716,0.1,1000.2,1005.1,86.0,0,1,0,1,0,0,61.32333333333333,21.19700324731462,33.68,90.94,55.34,6,6,5
3,A,101.3,93.81,118.12,112.56,143.1,147.53,2016-10-22 06:00:00,2016-10-22 06:00:00,139.6266666666667,191.19,112.16,130.27,31.755605279488325,153.96333333333334,203.09,101.67,152.385,42.89797648685385,152.06166666666667,216.15,89.51,150.755,42.41586703895921,852,1.0877593175467717,1.0343430602504002,1.0055119054879875,0.9732037721245056,1.0048819418848,0.9651042400835212,0.9860730285896252,0.9778385043479576,0.9652842296844318,111.11753067287256,1.0516426893060409,9,0.06681380681709448,0.17582417582417584,22.934065934065927,22.758241758241766,12.511789475590279,2016-10-22 08:00:00,2016-10-22 09:40:00,73.73150096422137,1.6,999.8,1004.7000000000003,101.5,72.03436674285716,0.1,1000.2,1005.1,86.0,0,0,1,1,0,0,119.40333333333332,21.83515025518869,93.81,147.53,115.34,6,6,5
1,B,114.76,115.05,138.55,125.38,146.05,119.76,2016-10-22 06:00:00,2016-10-22 06:00:00,119.22666666666667,143.89,83.1,120.06,23.248544613946624,100.48166666666668,122.1,70.72,108.965,23.81994829269507,121.81166666666668,209.86,85.23,111.04,45.08695971860009,821,1.02900866904287,1.0533666682268772,0.9513720216376176,0.9813500303402264,0.9679332991726252,0.953845731446644,1.0197554233074846,1.031411208509338,1.0119569483163164,119.2540850683284,0.9768760490352244,14,0.0680798805423783,1.967032967032967,22.01098901098901,20.043956043956047,12.681418474823381,2016-10-22 08:00:00,2016-10-22 09:40:00,73.73150096422137,1.6,999.8,1004.7000000000003,101.5,72.03436674285716,0.1,1000.2,1005.1,86.0,1,0,0,0,1,0,126.59166666666664,12.984349682085226,114.76,146.05,122.57,6,6,5
3,B,117.99,117.99,116.59,82.45,91.26,111.6,2016-10-22 06:00:00,2016-10-22 06:00:00,88.31666666666666,146.32,48.07,85.97999999999998,36.60591081596887,101.19166666666668,126.27,66.86,109.3,21.493874863938952,101.82166666666666,141.43,73.72,104.585,23.93677289583261,477,1.0284911604529021,1.0045725806193502,0.9900553552098664,0.9689588485754879,1.0054613567652348,0.9930162684217092,0.9937102324557348,1.024938613986887,0.9907955835128271,108.07476515019579,1.0238097080240889,9,0.060640992728673127,0.42857142857142855,22.758241758241766,22.32967032967033,12.755571867052007,2016-10-22 08:00:00,2016-10-22 09:40:00,73.73150096422137,1.6,999.8,1004.7000000000003,101.5,72.03436674285716,0.1,1000.2,1005.1,86.0,0,0,1,0,1,0,106.31333333333332,15.506832902519667,82.45,117.99,114.095,6,6,5
1,C,261.18,96.81,165.57,165.57,131.62,187.74,2016-10-22 06:00:00,2016-10-22 06:00:00,182.8733333333333,194.36,168.56,183.58,8.291452627053157,207.38666666666668,247.7,157.32,214.62,44.89457992527234,165.56500000000003,196.36,128.38,171.955,34.452822090505165,1550,1.0131510000299218,1.0886538951701838,0.9408621412737918,0.9618037004106204,0.9985083353107684,0.9391834021582036,1.0033738334254392,1.0360665663713848,1.0183971258496856,175.72712594871788,0.930645639100516,13,0.06429293103003163,1.8021978021978025,22.054945054945044,20.25274725274725,13.084869212399814,2016-10-22 08:00:00,2016-10-22 09:40:00,73.73150096422137,1.6,999.8,1004.7000000000003,101.5,72.03436674285716,0.1,1000.2,1005.1,86.0,1,0,0,0,0,1,168.08166666666662,55.63356951218092,96.81,261.18,165.57,6,6,5
3,C,179.66,179.66,98.62,98.62,169.53,169.53,2016-10-22 06:00:00,2016-10-22 06:00:00,180.45166666666668,237.13,138.08,176.875,33.8168912921733,243.47333333333336,717.25,92.89,157.02,233.9388386452037,117.17,126.74,98.03,126.74,14.825780249281989,1206,1.0144164583686708,1.0515945070797112,0.9522991847529954,0.9770637280995886,0.9838781326446244,0.9504709298750592,0.9881994623561104,1.0662881063091818,1.0157894905140596,180.4999970094317,0.9646460223396522,16,0.07902137568078013,3.2197802197802203,21.978021978021975,18.75824175824176,13.52452445935476,2016-10-22 08:00:00,2016-10-22 09:40:00,73.73150096422137,1.6,999.8,1004.7000000000003,101.5,72.03436674285716,0.1,1000.2,1005.1,86.0,0,0,1,0,0,1,149.26999999999995,39.49401068516592,98.62,179.66,169.53,6,6,5
2,A,65.99,68.98,77.07,43.38,49.54,66.13,2016-10-23 06:00:00,2016-10-23 06:00:00,61.32333333333333,90.94,33.68,55.34,21.19700324731462,55.24500000000001,75.14,40.73,52.86,11.897051315347008,64.51666666666667,75.79,49.79,63.285,9.504339359822264,384,1.0663177160803043,1.0320358648852992,0.9867175672164054,0.9796558279585128,0.9746805116631798,0.9732360649967928,1.0274028149863077,1.0058163620275231,0.9541372701856752,62.3075964619127,1.0332176936494502,8,0.05739597356236325,0.10989010989010987,23.0,22.89010989010989,12.128412391311135,2016-10-23 08:00:00,2016-10-23 09:40:00,67.8469746848994,0.0,1009.5,1014.5,178.5,65.7938652852459,0.0,1009.1,1014.1,13.0,0,1,0,1,0,0,61.84833333333333,12.732794534848454,43.38,77.07,66.06,6,6,6
