TOLLGATE_ID,INTERSECTION_ID,SA00,SA01,SA02,SA03,SA04,SA05,TRN_STA,TRN_END,SUM_LENGTH,SI00,SI01,SI02,SI03,SI04,SI05,SI06,SI07,SI08,FIX,RATIO,ROUTE_HOUR_head,ROUTE_PCT_head,ROUTE_MIN_TTIME,ROUTE_MAX_TTIME,ROUTE_LAST_TTIME,ROUTE_MEAN_TTIME
3,B,145.94,127.35,97.2,118.43,82.63,110.5,2016-07-19 06:00:00,2016-07-19 07:40:00,477,1.028491160452902,1.0045725806193502,0.9900553552098664,0.968958848575488,1.0054613567652348,0.9930162684217092,0.9937102324557348,1.024938613986887,0.9907955835128271,108.07476515019579,1.0238097080240889,9,0.060640992728673127,0.42857142857142855,22.758241758241763,22.32967032967033,12.755571867052007
2,A,48.59,66.64,64.68,85.68,58.97,81.6,2016-07-19 06:20:00,2016-07-19 08:00:00,384,1.0663177160803043,1.0320358648852992,0.9867175672164054,0.9796558279585129,0.9746805116631798,0.9732360649967928,1.0274028149863077,1.0058163620275231,0.9541372701856752,62.3075964619127,1.0332176936494502,8,0.05739597356236325,0.10989010989010987,23.0,22.89010989010989,12.128412391311135
3,A,89.85,180.02,101.39,124.29,155.49,137.38,2016-07-19 06:20:00,2016-07-19 08:00:00,852,1.0877593175467717,1.0343430602504002,1.0055119054879875,0.9732037721245056,1.0048819418848,0.9651042400835212,0.9860730285896252,0.9778385043479576,0.9652842296844318,111.11753067287256,1.0516426893060409,9,0.06681380681709448,0.17582417582417584,22.934065934065927,22.758241758241763,12.511789475590279
3,B,127.35,97.2,118.43,82.63,110.5,125.76,2016-07-19 06:20:00,2016-07-19 08:00:00,477,1.028491160452902,1.0045725806193502,0.9900553552098664,0.968958848575488,1.0054613567652348,0.9930162684217092,0.9937102324557348,1.024938613986887,0.9907955835128271,108.07476515019579,1.0238097080240889,9,0.060640992728673127,0.42857142857142855,22.758241758241763,22.32967032967033,12.755571867052007
2,A,66.64,64.68,85.68,58.97,81.6,80.21,2016-07-19 06:40:00,2016-07-19 08:20:00,384,1.0663177160803043,1.0320358648852992,0.9867175672164054,0.9796558279585129,0.9746805116631798,0.9732360649967928,1.0274028149863077,1.0058163620275231,0.9541372701856752,62.3075964619127,1.0332176936494502,8,0.05739597356236325,0.10989010989010987,23.0,22.89010989010989,12.128412391311135
3,A,180.02,101.39,124.29,155.49,137.38,165.48,2016-07-19 06:40:00,2016-07-19 08:20:00,852,1.0877593175467717,1.0343430602504002,1.0055119054879875,0.9732037721245056,1.0048819418848,0.9651042400835212,0.9860730285896252,0.9778385043479576,0.9652842296844318,111.11753067287256,1.0516426893060409,9,0.06681380681709448,0.17582417582417584,22.934065934065927,22.758241758241763,12.511789475590279
3,B,97.2,118.43,82.63,110.5,125.76,141.33,2016-07-19 06:40:00,2016-07-19 08:20:00,477,1.028491160452902,1.0045725806193502,0.9900553552098664,0.968958848575488,1.0054613567652348,0.9930162684217092,0.9937102324557348,1.024938613986887,0.9907955835128271,108.07476515019579,1.0238097080240889,9,0.060640992728673127,0.42857142857142855,22.758241758241763,22.32967032967033,12.755571867052007
2,A,64.68,85.68,58.97,81.6,80.21,63.45,2016-07-19 07:00:00,2016-07-19 08:40:00,384,1.0663177160803043,1.0320358648852992,0.9867175672164054,0.9796558279585129,0.9746805116631798,0.9732360649967928,1.0274028149863077,1.0058163620275231,0.9541372701856752,62.3075964619127,1.0332176936494502,8,0.05739597356236325,0.10989010989010987,23.0,22.89010989010989,12.128412391311135
3,A,101.39,124.29,155.49,137.38,165.48,136.68,2016-07-19 07:00:00,2016-07-19 08:40:00,852,1.0877593175467717,1.0343430602504002,1.0055119054879875,0.9732037721245056,1.0048819418848,0.9651042400835212,0.9860730285896252,0.9778385043479576,0.9652842296844318,111.11753067287256,1.0516426893060409,9,0.06681380681709448,0.17582417582417584,22.934065934065927,22.758241758241763,12.511789475590279
3,B,118.43,82.63,110.5,125.76,141.33,176.08,2016-07-19 07:00:00,2016-07-19 08:40:00,477,1.028491160452902,1.0045725806193502,0.9900553552098664,0.968958848575488,1.0054613567652348,0.9930162684217092,0.9937102324557348,1.024938613986887,0.9907955835128271,108.07476515019579,1.0238097080240889,9,0.060640992728673127,0.42857142857142855,22.758241758241763,22.32967032967033,12.755571867052007
2,A,85.68,58.97,81.6,80.21,63.45,78.05,2016-07-19 07:20:00,2016-07-19 09:00:00,384,1.0663177160803043,1.0320358648852992,0.9867175672164054,0.9796558279585129,0.9746805116631798,0.9732360649967928,1.0274028149863077,1.0058163620275231,0.9541372701856752,62.3075964619127,1.0332176936494502,8,0.05739597356236325,0.10989010989010987,23.0,22.89010989010989,12.128412391311135
3,A,124.29,155.49,137.38,165.48,136.68,192.68,2016-07-19 07:20:00,2016-07-19 09:00:00,852,1.0877593175467717,1.0343430602504002,1.0055119054879875,0.9732037721245056,1.0048819418848,0.9651042400835212,0.9860730285896252,0.9778385043479576,0.9652842296844318,111.11753067287256,1.0516426893060409,9,0.06681380681709448,0.17582417582417584,22.934065934065927,22.758241758241763,12.511789475590279
3,B,82.63,110.5,125.76,141.33,176.08,165.29,2016-07-19 07:20:00,2016-07-19 09:00:00,477,1.028491160452902,1.0045725806193502,0.9900553552098664,0.968958848575488,1.0054613567652348,0.9930162684217092,0.9937102324557348,1.024938613986887,0.9907955835128271,108.07476515019579,1.0238097080240889,9,0.060640992728673127,0.42857142857142855,22.758241758241763,22.32967032967033,12.755571867052007
2,A,58.97,81.6,80.21,63.45,78.05,69.04,2016-07-19 07:40:00,2016-07-19 09:20:00,384,1.0663177160803043,1.0320358648852992,0.9867175672164054,0.9796558279585129,0.9746805116631798,0.9732360649967928,1.0274028149863077,1.0058163620275231,0.9541372701856752,62.3075964619127,1.0332176936494502,8,0.05739597356236325,0.10989010989010987,23.0,22.89010989010989,12.128412391311135
3,A,155.49,137.38,165.48,136.68,192.68,159.78,2016-07-19 07:40:00,2016-07-19 09:20:00,852,1.0877593175467717,1.0343430602504002,1.0055119054879875,0.9732037721245056,1.0048819418848,0.9651042400835212,0.9860730285896252,0.9778385043479576,0.9652842296844318,111.11753067287256,1.0516426893060409,9,0.06681380681709448,0.17582417582417584,22.934065934065927,22.758241758241763,12.511789475590279
3,B,110.5,125.76,141.33,176.08,165.29,127.38,2016-07-19 07:40:00,2016-07-19 09:20:00,477,1.028491160452902,1.0045725806193502,0.9900553552098664,0.968958848575488,1.0054613567652348,0.9930162684217092,0.9937102324557348,1.024938613986887,0.9907955835128271,108.07476515019579,1.0238097080240889,9,0.060640992728673127,0.42857142857142855,22.758241758241763,22.32967032967033,12.755571867052007
2,A,81.6,80.21,63.45,78.05,69.04,69.66,2016-07-19 08:00:00,2016-07-19 09:40:00,384,1.0663177160803043,1.0320358648852992,0.9867175672164054,0.9796558279585129,0.9746805116631798,0.9732360649967928,1.0274028149863077,1.0058163620275231,0.9541372701856752,62.3075964619127,1.0332176936494502,8,0.05739597356236325,0.10989010989010987,23.0,22.89010989010989,12.128412391311135
3,A,137.38,165.48,136.68,192.68,159.78,129.28,2016-07-19 08:00:00,2016-07-19 09:40:00,852,1.0877593175467717,1.0343430602504002,1.0055119054879875,0.9732037721245056,1.0048819418848,0.9651042400835212,0.9860730285896252,0.9778385043479576,0.9652842296844318,111.11753067287256,1.0516426893060409,9,0.06681380681709448,0.17582417582417584,22.934065934065927,22.758241758241763,12.511789475590279
3,B,125.76,141.33,176.08,165.29,127.38,117.83,2016-07-19 08:00:00,2016-07-19 09:40:00,477,1.028491160452902,1.0045725806193502,0.9900553552098664,0.968958848575488,1.0054613567652348,0.9930162684217092,0.9937102324557348,1.024938613986887,0.9907955835128271,108.07476515019579,1.0238097080240889,9,0.060640992728673127,0.42857142857142855,22.758241758241763,22.32967032967033,12.755571867052007
2,A,80.21,63.45,78.05,69.04,69.66,78.31,2016-07-19 08:20:00,2016-07-19 10:00:00,384,1.0663177160803043,1.0320358648852992,0.9867175672164054,0.9796558279585129,0.9746805116631798,0.9732360649967928,1.0274028149863077,1.0058163620275231,0.9541372701856752,62.3075964619127,1.0332176936494502,8,0.05739597356236325,0.10989010989010987,23.0,22.89010989010989,12.128412391311135
3,A,165.48,136.68,192.68,159.78,129.28,99.04,2016-07-19 08:20:00,2016-07-19 10:00:00,852,1.0877593175467717,1.0343430602504002,1.0055119054879875,0.9732037721245056,1.0048819418848,0.9651042400835212,0.9860730285896252,0.9778385043479576,0.9652842296844318,111.11753067287256,1.0516426893060409,9,0.06681380681709448,0.17582417582417584,22.934065934065927,22.758241758241763,12.511789475590279
3,B,141.33,176.08,165.29,127.38,117.83,98.92,2016-07-19 08:20:00,2016-07-19 10:00:00,477,1.028491160452902,1.0045725806193502,0.9900553552098664,0.968958848575488,1.0054613567652348,0.9930162684217092,0.9937102324557348,1.024938613986887,0.9907955835128271,108.07476515019579,1.0238097080240889,9,0.060640992728673127,0.42857142857142855,22.758241758241763,22.32967032967033,12.755571867052007
2,A,63.45,78.05,69.04,69.66,78.31,59.41,2016-07-19 08:40:00,2016-07-19 10:20:00,384,1.0663177160803043,1.0320358648852992,0.9867175672164054,0.9796558279585129,0.9746805116631798,0.9732360649967928,1.0274028149863077,1.0058163620275231,0.9541372701856752,62.3075964619127,1.0332176936494502,8,0.05739597356236325,0.10989010989010987,23.0,22.89010989010989,12.128412391311135
3,A,136.68,192.68,159.78,129.28,99.04,129.3,2016-07-19 08:40:00,2016-07-19 10:20:00,852,1.0877593175467717,1.0343430602504002,1.0055119054879875,0.9732037721245056,1.0048819418848,0.9651042400835212,0.9860730285896252,0.9778385043479576,0.9652842296844318,111.11753067287256,1.0516426893060409,9,0.06681380681709448,0.17582417582417584,22.934065934065927,22.758241758241763,12.511789475590279
3,B,176.08,165.29,127.38,117.83,98.92,113.0,2016-07-19 08:40:00,2016-07-19 10:20:00,477,1.028491160452902,1.0045725806193502,0.9900553552098664,0.968958848575488,1.0054613567652348,0.9930162684217092,0.9937102324557348,1.024938613986887,0.9907955835128271,108.07476515019579,1.0238097080240889,9,0.060640992728673127,0.42857142857142855,22.758241758241763,22.32967032967033,12.755571867052007
2,A,78.05,69.04,69.66,78.31,59.41,75.49,2016-07-19 09:00:00,2016-07-19 10:40:00,384,1.0663177160803043,1.0320358648852992,0.9867175672164054,0.9796558279585129,0.9746805116631798,0.9732360649967928,1.0274028149863077,1.0058163620275231,0.9541372701856752,62.3075964619127,1.0332176936494502,8,0.05739597356236325,0.10989010989010987,23.0,22.89010989010989,12.128412391311135
3,A,192.68,159.78,129.28,99.04,129.3,121.1,2016-07-19 09:00:00,2016-07-19 10:40:00,852,1.0877593175467717,1.0343430602504002,1.0055119054879875,0.9732037721245056,1.0048819418848,0.9651042400835212,0.9860730285896252,0.9778385043479576,0.9652842296844318,111.11753067287256,1.0516426893060409,9,0.06681380681709448,0.17582417582417584,22.934065934065927,22.758241758241763,12.511789475590279
3,B,165.29,127.38,117.83,98.92,113.0,98.15,2016-07-19 09:00:00,2016-07-19 10:40:00,477,1.028491160452902,1.0045725806193502,0.9900553552098664,0.968958848575488,1.0054613567652348,0.9930162684217092,0.9937102324557348,1.024938613986887,0.9907955835128271,108.07476515019579,1.0238097080240889,9,0.060640992728673127,0.42857142857142855,22.758241758241763,22.32967032967033,12.755571867052007
2,A,69.04,69.66,78.31,59.41,75.49,72.44,2016-07-19 09:20:00,2016-07-19 11:00:00,384,1.0663177160803043,1.0320358648852992,0.9867175672164054,0.9796558279585129,0.9746805116631798,0.9732360649967928,1.0274028149863077,1.0058163620275231,0.9541372701856752,62.3075964619127,1.0332176936494502,8,0.05739597356236325,0.10989010989010987,23.0,22.89010989010989,12.128412391311135
3,A,159.78,129.28,99.04,129.3,121.1,104.79,2016-07-19 09:20:00,2016-07-19 11:00:00,852,1.0877593175467717,1.0343430602504002,1.0055119054879875,0.9732037721245056,1.0048819418848,0.9651042400835212,0.9860730285896252,0.9778385043479576,0.9652842296844318,111.11753067287256,1.0516426893060409,9,0.06681380681709448,0.17582417582417584,22.934065934065927,22.758241758241763,12.511789475590279
3,B,127.38,117.83,98.92,113.0,98.15,95.98,2016-07-19 09:20:00,2016-07-19 11:00:00,477,1.028491160452902,1.0045725806193502,0.9900553552098664,0.968958848575488,1.0054613567652348,0.9930162684217092,0.9937102324557348,1.024938613986887,0.9907955835128271,108.07476515019579,1.0238097080240889,9,0.060640992728673127,0.42857142857142855,22.758241758241763,22.32967032967033,12.755571867052007
2,A,69.66,78.31,59.41,75.49,72.44,45.94,2016-07-19 09:40:00,2016-07-19 11:20:00,384,1.0663177160803043,1.0320358648852992,0.9867175672164054,0.9796558279585129,0.9746805116631798,0.9732360649967928,1.0274028149863077,1.0058163620275231,0.9541372701856752,62.3075964619127,1.0332176936494502,8,0.05739597356236325,0.10989010989010987,23.0,22.89010989010989,12.128412391311135
3,A,129.28,99.04,129.3,121.1,104.79,82.08,2016-07-19 09:40:00,2016-07-19 11:20:00,852,1.0877593175467717,1.0343430602504002,1.0055119054879875,0.9732037721245056,1.0048819418848,0.9651042400835212,0.9860730285896252,0.9778385043479576,0.9652842296844318,111.11753067287256,1.0516426893060409,9,0.06681380681709448,0.17582417582417584,22.934065934065927,22.758241758241763,12.511789475590279
3,B,117.83,98.92,113.0,98.15,95.98,84.36,2016-07-19 09:40:00,2016-07-19 11:20:00,477,1.028491160452902,1.0045725806193502,0.9900553552098664,0.968958848575488,1.0054613567652348,0.9930162684217092,0.9937102324557348,1.024938613986887,0.9907955835128271,108.07476515019579,1.0238097080240889,9,0.060640992728673127,0.42857142857142855,22.758241758241763,22.32967032967033,12.755571867052007
2,A,78.31,59.41,75.49,72.44,45.94,47.98,2016-07-19 10:00:00,2016-07-19 11:40:00,384,1.0663177160803043,1.0320358648852992,0.9867175672164054,0.9796558279585129,0.9746805116631798,0.9732360649967928,1.0274028149863077,1.0058163620275231,0.9541372701856752,62.3075964619127,1.0332176936494502,8,0.05739597356236325,0.10989010989010987,23.0,22.89010989010989,12.128412391311135
3,A,99.04,129.3,121.1,104.79,82.08,86.68,2016-07-19 10:00:00,2016-07-19 11:40:00,852,1.0877593175467717,1.0343430602504002,1.0055119054879875,0.9732037721245056,1.0048819418848,0.9651042400835212,0.9860730285896252,0.9778385043479576,0.9652842296844318,111.11753067287256,1.0516426893060409,9,0.06681380681709448,0.17582417582417584,22.934065934065927,22.758241758241763,12.511789475590279
3,B,98.92,113.0,98.15,95.98,84.36,96.54,2016-07-19 10:00:00,2016-07-19 11:40:00,477,1.028491160452902,1.0045725806193502,0.9900553552098664,0.968958848575488,1.0054613567652348,0.9930162684217092,0.9937102324557348,1.024938613986887,0.9907955835128271,108.07476515019579,1.0238097080240889,9,0.060640992728673127,0.42857142857142855,22.758241758241763,22.32967032967033,12.755571867052007
2,A,59.41,75.49,72.44,45.94,47.98,60.17,2016-07-19 10:20:00,2016-07-19 12:00:00,384,1.0663177160803043,1.0320358648852992,0.9867175672164054,0.9796558279585129,0.9746805116631798,0.9732360649967928,1.0274028149863077,1.0058163620275231,0.9541372701856752,62.3075964619127,1.0332176936494502,8,0.05739597356236325,0.10989010989010987,23.0,22.89010989010989,12.128412391311135
3,A,129.3,121.1,104.79,82.08,86.68,108.73,2016-07-19 10:20:00,2016-07-19 12:00:00,852,1.0877593175467717,1.0343430602504002,1.0055119054879875,0.9732037721245056,1.0048819418848,0.9651042400835212,0.9860730285896252,0.9778385043479576,0.9652842296844318,111.11753067287256,1.0516426893060409,9,0.06681380681709448,0.17582417582417584,22.934065934065927,22.758241758241763,12.511789475590279
3,B,113.0,98.15,95.98,84.36,96.54,144.87,2016-07-19 10:20:00,2016-07-19 12:00:00,477,1.028491160452902,1.0045725806193502,0.9900553552098664,0.968958848575488,1.0054613567652348,0.9930162684217092,0.9937102324557348,1.024938613986887,0.9907955835128271,108.07476515019579,1.0238097080240889,9,0.060640992728673127,0.42857142857142855,22.758241758241763,22.32967032967033,12.755571867052007
2,A,75.49,72.44,45.94,47.98,60.17,49.53,2016-07-19 10:40:00,2016-07-19 12:20:00,384,1.0663177160803043,1.0320358648852992,0.9867175672164054,0.9796558279585129,0.9746805116631798,0.9732360649967928,1.0274028149863077,1.0058163620275231,0.9541372701856752,62.3075964619127,1.0332176936494502,8,0.05739597356236325,0.10989010989010987,23.0,22.89010989010989,12.128412391311135
3,A,121.1,104.79,82.08,86.68,108.73,95.43,2016-07-19 10:40:00,2016-07-19 12:20:00,852,1.0877593175467717,1.0343430602504002,1.0055119054879875,0.9732037721245056,1.0048819418848,0.9651042400835212,0.9860730285896252,0.9778385043479576,0.9652842296844318,111.11753067287256,1.0516426893060409,9,0.06681380681709448,0.17582417582417584,22.934065934065927,22.758241758241763,12.511789475590279
3,B,98.15,95.98,84.36,96.54,144.87,136.36,2016-07-19 10:40:00,2016-07-19 12:20:00,477,1.028491160452902,1.0045725806193502,0.9900553552098664,0.968958848575488,1.0054613567652348,0.9930162684217092,0.9937102324557348,1.024938613986887,0.9907955835128271,108.07476515019579,1.0238097080240889,9,0.060640992728673127,0.42857142857142855,22.758241758241763,22.32967032967033,12.755571867052007
2,A,72.44,45.94,47.98,60.17,49.53,52.17,2016-07-19 11:00:00,2016-07-19 12:40:00,384,1.0663177160803043,1.0320358648852992,0.9867175672164054,0.9796558279585129,0.9746805116631798,0.9732360649967928,1.0274028149863077,1.0058163620275231,0.9541372701856752,62.3075964619127,1.0332176936494502,8,0.05739597356236325,0.10989010989010987,23.0,22.89010989010989,12.128412391311135
3,A,104.79,82.08,86.68,108.73,95.43,96.38,2016-07-19 11:00:00,2016-07-19 12:40:00,852,1.0877593175467717,1.0343430602504002,1.0055119054879875,0.9732037721245056,1.0048819418848,0.9651042400835212,0.9860730285896252,0.9778385043479576,0.9652842296844318,111.11753067287256,1.0516426893060409,9,0.06681380681709448,0.17582417582417584,22.934065934065927,22.758241758241763,12.511789475590279
3,B,95.98,84.36,96.54,144.87,136.36,129.5,2016-07-19 11:00:00,2016-07-19 12:40:00,477,1.028491160452902,1.0045725806193502,0.9900553552098664,0.968958848575488,1.0054613567652348,0.9930162684217092,0.9937102324557348,1.024938613986887,0.9907955835128271,108.07476515019579,1.0238097080240889,9,0.060640992728673127,0.42857142857142855,22.758241758241763,22.32967032967033,12.755571867052007
2,A,45.94,47.98,60.17,49.53,52.17,57.83,2016-07-19 11:20:00,2016-07-19 13:00:00,384,1.0663177160803043,1.0320358648852992,0.9867175672164054,0.9796558279585129,0.9746805116631798,0.9732360649967928,1.0274028149863077,1.0058163620275231,0.9541372701856752,62.3075964619127,1.0332176936494502,8,0.05739597356236325,0.10989010989010987,23.0,22.89010989010989,12.128412391311135
3,A,82.08,86.68,108.73,95.43,96.38,99.29,2016-07-19 11:20:00,2016-07-19 13:00:00,852,1.0877593175467717,1.0343430602504002,1.0055119054879875,0.9732037721245056,1.0048819418848,0.9651042400835212,0.9860730285896252,0.9778385043479576,0.9652842296844318,111.11753067287256,1.0516426893060409,9,0.06681380681709448,0.17582417582417584,22.934065934065927,22.758241758241763,12.511789475590279
3,B,84.36,96.54,144.87,136.36,129.5,116.47,2016-07-19 11:20:00,2016-07-19 13:00:00,477,1.028491160452902,1.0045725806193502,0.9900553552098664,0.968958848575488,1.0054613567652348,0.9930162684217092,0.9937102324557348,1.024938613986887,0.9907955835128271,108.07476515019579,1.0238097080240889,9,0.060640992728673127,0.42857142857142855,22.758241758241763,22.32967032967033,12.755571867052007
2,A,47.98,60.17,49.53,52.17,57.83,57.09,2016-07-19 11:40:00,2016-07-19 13:20:00,384,1.0663177160803043,1.0320358648852992,0.9867175672164054,0.9796558279585129,0.9746805116631798,0.9732360649967928,1.0274028149863077,1.0058163620275231,0.9541372701856752,62.3075964619127,1.0332176936494502,8,0.05739597356236325,0.10989010989010987,23.0,22.89010989010989,12.128412391311135
3,A,86.68,108.73,95.43,96.38,99.29,93.23,2016-07-19 11:40:00,2016-07-19 13:20:00,852,1.0877593175467717,1.0343430602504002,1.0055119054879875,0.9732037721245056,1.0048819418848,0.9651042400835212,0.9860730285896252,0.9778385043479576,0.9652842296844318,111.11753067287256,1.0516426893060409,9,0.06681380681709448,0.17582417582417584,22.934065934065927,22.758241758241763,12.511789475590279
3,B,96.54,144.87,136.36,129.5,116.47,119.37,2016-07-19 11:40:00,2016-07-19 13:20:00,477,1.028491160452902,1.0045725806193502,0.9900553552098664,0.968958848575488,1.0054613567652348,0.9930162684217092,0.9937102324557348,1.024938613986887,0.9907955835128271,108.07476515019579,1.0238097080240889,9,0.060640992728673127,0.42857142857142855,22.758241758241763,22.32967032967033,12.755571867052007
2,A,60.17,49.53,52.17,57.83,57.09,61.13,2016-07-19 12:00:00,2016-07-19 13:40:00,384,1.0663177160803043,1.0320358648852992,0.9867175672164054,0.9796558279585129,0.9746805116631798,0.9732360649967928,1.0274028149863077,1.0058163620275231,0.9541372701856752,62.3075964619127,1.0332176936494502,8,0.05739597356236325,0.10989010989010987,23.0,22.89010989010989,12.128412391311135
3,A,108.73,95.43,96.38,99.29,93.23,102.92,2016-07-19 12:00:00,2016-07-19 13:40:00,852,1.0877593175467717,1.0343430602504002,1.0055119054879875,0.9732037721245056,1.0048819418848,0.9651042400835212,0.9860730285896252,0.9778385043479576,0.9652842296844318,111.11753067287256,1.0516426893060409,9,0.06681380681709448,0.17582417582417584,22.934065934065927,22.758241758241763,12.511789475590279
3,B,144.87,136.36,129.5,116.47,119.37,176.65,2016-07-19 12:00:00,2016-07-19 13:40:00,477,1.028491160452902,1.0045725806193502,0.9900553552098664,0.968958848575488,1.0054613567652348,0.9930162684217092,0.9937102324557348,1.024938613986887,0.9907955835128271,108.07476515019579,1.0238097080240889,9,0.060640992728673127,0.42857142857142855,22.758241758241763,22.32967032967033,12.755571867052007
2,A,49.53,52.17,57.83,57.09,61.13,65.11,2016-07-19 12:20:00,2016-07-19 14:00:00,384,1.0663177160803043,1.0320358648852992,0.9867175672164054,0.9796558279585129,0.9746805116631798,0.9732360649967928,1.0274028149863077,1.0058163620275231,0.9541372701856752,62.3075964619127,1.0332176936494502,8,0.05739597356236325,0.10989010989010987,23.0,22.89010989010989,12.128412391311135
3,A,95.43,96.38,99.29,93.23,102.92,96.92,2016-07-19 12:20:00,2016-07-19 14:00:00,852,1.0877593175467717,1.0343430602504002,1.0055119054879875,0.9732037721245056,1.0048819418848,0.9651042400835212,0.9860730285896252,0.9778385043479576,0.9652842296844318,111.11753067287256,1.0516426893060409,9,0.06681380681709448,0.17582417582417584,22.934065934065927,22.758241758241763,12.511789475590279
3,B,136.36,129.5,116.47,119.37,176.65,159.46,2016-07-19 12:20:00,2016-07-19 14:00:00,477,1.028491160452902,1.0045725806193502,0.9900553552098664,0.968958848575488,1.0054613567652348,0.9930162684217092,0.9937102324557348,1.024938613986887,0.9907955835128271,108.07476515019579,1.0238097080240889,9,0.060640992728673127,0.42857142857142855,22.758241758241763,22.32967032967033,12.755571867052007
2,A,52.17,57.83,57.09,61.13,65.11,74.71,2016-07-19 12:40:00,2016-07-19 14:20:00,384,1.0663177160803043,1.0320358648852992,0.9867175672164054,0.9796558279585129,0.9746805116631798,0.9732360649967928,1.0274028149863077,1.0058163620275231,0.9541372701856752,62.3075964619127,1.0332176936494502,8,0.05739597356236325,0.10989010989010987,23.0,22.89010989010989,12.128412391311135
