TOLLGATE_ID,INTERSECTION_ID,SA00,SA01,SA02,SA03,SA04,SA05,SB00,SB01,SB02,SB03,SB04,SB05,TRN_STA,TRN_END,TST_STA,TST_END,DAY1MEAN,DAY1MAX,DAY1MIN,DAY1MEDIAN,DAY1STD,DAY2MEAN,DAY2MAX,DAY2MIN,DAY2MEDIAN,DAY2STD,DAY3MEAN,DAY3MAX,DAY3MIN,DAY3MEDIAN,DAY3STD
3.0,B,195.81,189.33,75.94,72.47,90.79,88.86,180.59,126.73,217.6,121.92,161.56,113.62,2016-07-22 05:40:00,2016-07-22 07:20:00,2016-07-22 07:40:00,2016-07-22 09:20:00,135.954,206.59,55.92,136.67,56.655046818443275,176.988,386.44,112.36,130.59,117.36949463127121,114.30999999999999,145.94,82.63,118.43,24.91910612361527
2.0,A,65.36,57.04,63.97,132.22,100.39,65.35,75.53,77.43,70.94,69.42,78.81,61.73,2016-07-22 06:00:00,2016-07-22 07:40:00,2016-07-22 08:00:00,2016-07-22 09:40:00,86.335,114.72,63.18,82.52000000000001,21.90783855153219,73.205,94.92,44.1,75.765,18.771159527317433,61.820000000000014,85.68,46.36,61.825,14.302996888764259
3.0,A,71.78,103.12,160.99,106.91,137.21,166.47,133.41,150.22,135.28,121.01,132.87,109.12,2016-07-22 06:00:00,2016-07-22 07:40:00,2016-07-22 08:00:00,2016-07-22 09:40:00,159.346,252.86,73.19,186.26,74.11308440484717,117.58599999999998,142.06,81.85,128.13,26.57585614801525,129.28333333333333,180.02,89.85,124.475,33.5867031229126
3.0,B,189.33,75.94,72.47,90.79,88.86,180.59,126.73,217.6,121.92,161.56,113.62,137.22,2016-07-22 06:00:00,2016-07-22 07:40:00,2016-07-22 08:00:00,2016-07-22 09:40:00,137.725,206.59,55.92,141.625,50.8591595486988,170.48666666666668,386.44,112.36,131.89499999999998,106.17948307778987,113.675,145.94,82.63,114.465,22.34253409978376
2.0,A,57.04,63.97,132.22,100.39,65.35,75.53,77.43,70.94,69.42,78.81,61.73,81.75,2016-07-22 06:20:00,2016-07-22 08:00:00,2016-07-22 08:20:00,2016-07-22 10:00:00,95.15000000000002,116.07,65.34,98.38,21.361450325293927,76.02333333333333,94.92,59.87,75.765,14.253007635817317,67.69333333333334,85.68,48.59,65.66,13.915021619338816
3.0,A,103.12,160.99,106.91,137.21,166.47,133.41,150.22,135.28,121.01,132.87,109.12,93.68,2016-07-22 06:20:00,2016-07-22 08:00:00,2016-07-22 08:20:00,2016-07-22 10:00:00,159.46833333333333,252.86,73.19,173.17000000000002,66.28943518138216,126.16199999999999,142.06,81.85,138.41,25.356308288076956,131.40333333333334,180.02,89.85,130.835,33.637917692191756
3.0,B,75.94,72.47,90.79,88.86,180.59,126.73,217.6,121.92,161.56,113.62,137.22,133.78,2016-07-22 06:20:00,2016-07-22 08:00:00,2016-07-22 08:20:00,2016-07-22 10:00:00,127.77499999999999,206.59,55.92,125.225,49.860999889693346,182.20333333333335,386.44,122.35,135.58999999999997,102.28999182064034,110.31166666666667,127.35,82.63,114.465,17.510505894081607
2.0,A,63.97,132.22,100.39,65.35,75.53,77.43,70.94,69.42,78.81,61.73,81.75,108.18,2016-07-22 06:40:00,2016-07-22 08:20:00,2016-07-22 08:40:00,2016-07-22 10:20:00,101.495,125.1,65.34,112.225,23.96277008194169,121.40500000000002,332.16,61.01,83.33,103.9267327976782,72.96333333333334,85.68,58.97,73.425,10.892486707206332
3.0,A,160.99,106.91,137.21,166.47,133.41,150.22,135.28,121.01,132.87,109.12,93.68,164.1,2016-07-22 06:40:00,2016-07-22 08:20:00,2016-07-22 08:40:00,2016-07-22 10:20:00,168.84833333333333,252.86,73.19,173.17000000000002,58.87981264123271,137.24833333333333,192.68,81.85,139.385,35.38070966878232,144.00833333333335,180.02,101.39,146.435,28.770718042250298
2.0,A,132.22,100.39,65.35,75.53,77.43,70.94,69.42,78.81,61.73,81.75,108.18,110.34,2016-07-22 07:00:00,2016-07-22 08:40:00,2016-07-22 09:00:00,2016-07-22 10:40:00,105.34166666666665,125.1,78.01,112.225,18.144212759628523,115.10166666666667,332.16,50.99,75.765,107.38833743319927,72.43166666666666,85.68,58.97,72.445,11.331851422722885
3.0,A,106.91,137.21,166.47,133.41,150.22,135.28,121.01,132.87,109.12,93.68,164.1,110.71,2016-07-22 07:00:00,2016-07-22 08:40:00,2016-07-22 09:00:00,2016-07-22 10:40:00,189.08,252.86,151.1,187.93,35.74868277293585,169.77,276.98,128.13,141.21,57.217101639282646,136.785,165.48,101.39,137.03,22.72697142163909
2.0,A,100.39,65.35,75.53,77.43,70.94,69.42,78.81,61.73,81.75,108.18,110.34,53.57,2016-07-22 07:20:00,2016-07-22 09:00:00,2016-07-22 09:20:00,2016-07-22 11:00:00,104.25166666666667,125.1,71.47,112.225,20.19506614662766,109.61666666666667,332.16,44.94,67.345,110.4678564409877,74.66,85.68,58.97,79.13,10.804987737151764
3.0,A,137.21,166.47,133.41,150.22,135.28,121.01,132.87,109.12,93.68,164.1,110.71,118.65,2016-07-22 07:20:00,2016-07-22 09:00:00,2016-07-22 09:20:00,2016-07-22 11:00:00,189.64400000000003,252.86,151.1,189.6,39.9383860465092,186.5683333333333,276.98,128.13,166.52,62.04630832424011,152.0,192.68,124.29,146.435,24.759013712181673
2.0,A,65.35,75.53,77.43,70.94,69.42,78.81,61.73,81.75,108.18,110.34,53.57,50.36,2016-07-22 07:40:00,2016-07-22 09:20:00,2016-07-22 09:40:00,2016-07-22 11:20:00,105.39333333333333,125.1,71.47,115.395,20.752632282837435,112.556,332.16,44.94,61.01,123.24421499608005,71.88666666666667,81.6,58.97,73.545,9.462922733842152
3.0,A,166.47,133.41,150.22,135.28,121.01,132.87,109.12,93.68,164.1,110.71,118.65,87.2,2016-07-22 07:40:00,2016-07-22 09:20:00,2016-07-22 09:40:00,2016-07-22 11:20:00,173.84,194.58,151.1,174.84,21.486200222468376,208.4716666666667,276.98,128.13,217.765,64.78188926441298,157.915,192.68,136.68,157.635,20.725852214082778
2.0,A,75.53,77.43,70.94,69.42,78.81,61.73,81.75,108.18,110.34,53.57,50.36,50.41,2016-07-22 08:00:00,2016-07-22 09:40:00,2016-07-22 10:00:00,2016-07-22 11:40:00,101.05,125.1,71.47,102.365,21.133807986257466,102.47999999999999,332.16,23.3,50.99,129.1357884166895,73.66833333333334,81.6,63.45,73.85499999999999,7.30487896317705
3.0,A,133.41,150.22,135.28,121.01,132.87,109.12,93.68,164.1,110.71,118.65,87.2,121.41,2016-07-22 08:00:00,2016-07-22 09:40:00,2016-07-22 10:00:00,2016-07-22 11:40:00,168.58666666666667,194.58,151.1,160.08,22.95430533327754,228.91833333333332,276.98,140.36,246.82999999999998,52.56009871248975,153.54666666666665,192.68,129.28,148.57999999999998,23.863752149791253
2.0,A,77.43,70.94,69.42,78.81,61.73,81.75,108.18,110.34,53.57,50.36,50.41,101.76,2016-07-22 08:20:00,2016-07-22 10:00:00,2016-07-22 10:20:00,2016-07-22 12:00:00,93.12166666666667,125.1,68.5,88.53999999999999,23.19457041349692,158.63600000000002,341.79,23.3,50.99,163.16114804082497,73.11999999999999,80.21,63.45,73.85499999999999,6.687839710997862
2.0,A,70.94,69.42,78.81,61.73,81.75,108.18,110.34,53.57,50.36,50.41,101.76,55.95,2016-07-22 08:40:00,2016-07-22 10:20:00,2016-07-22 10:40:00,2016-07-22 12:20:00,82.94833333333334,116.58,64.06,79.945,19.446988884314884,106.23200000000001,341.79,23.3,50.99,132.73687155421436,69.65333333333335,78.31,59.41,69.35,7.605594432170746
2.0,A,69.42,78.81,61.73,81.75,108.18,110.34,53.57,50.36,50.41,101.76,55.95,60.76,2016-07-22 09:00:00,2016-07-22 10:40:00,2016-07-22 11:00:00,2016-07-22 12:40:00,82.12333333333333,116.58,64.06,77.47,19.272654894089364,114.06800000000001,341.79,23.3,70.14,129.7840543749501,71.66000000000001,78.31,59.41,72.57499999999999,7.220116342552937
2.0,A,78.81,61.73,81.75,108.18,110.34,53.57,50.36,50.41,101.76,55.95,60.76,54.92,2016-07-22 09:20:00,2016-07-22 11:00:00,2016-07-22 11:20:00,2016-07-22 13:00:00,80.89333333333333,116.58,64.06,75.985,20.29682898057395,114.97,341.79,23.3,70.14,129.1978527298345,70.725,78.31,59.41,71.05,6.560203502941049
2.0,A,61.73,81.75,108.18,110.34,53.57,50.36,50.41,101.76,55.95,60.76,54.92,66.94,2016-07-22 09:40:00,2016-07-22 11:20:00,2016-07-22 11:40:00,2016-07-22 13:20:00,75.60666666666667,88.66,64.06,75.985,11.26329910224649,103.58166666666666,341.79,23.3,59.795,118.87738614499676,66.875,78.31,45.94,71.05,12.146632043492552
2.0,A,81.75,108.18,110.34,53.57,50.36,50.41,101.76,55.95,60.76,54.92,66.94,71.59,2016-07-22 10:00:00,2016-07-22 11:40:00,2016-07-22 12:00:00,2016-07-22 13:40:00,70.63666666666667,84.86,58.84,66.295,10.925527294674003,109.77833333333335,341.79,46.64,65.31,114.7531091372546,63.26166666666666,78.31,45.94,65.925,14.20303547368191
2.0,A,108.18,110.34,53.57,50.36,50.41,101.76,55.95,60.76,54.92,66.94,71.59,63.84,2016-07-22 10:20:00,2016-07-22 12:00:00,2016-07-22 12:20:00,2016-07-22 14:00:00,69.415,84.86,58.84,64.075,11.601149512009574,61.81166666666667,90.17,46.64,57.235,16.244988663174457,60.23833333333334,75.49,45.94,59.79,12.139966090013045
2.0,A,110.34,53.57,50.36,50.41,101.76,55.95,60.76,54.92,66.94,71.59,63.84,90.96,2016-07-22 10:40:00,2016-07-22 12:20:00,2016-07-22 12:40:00,2016-07-22 14:20:00,70.37,84.86,58.84,66.94,11.304209835278181,58.379999999999995,90.17,46.64,51.769999999999996,16.30844934382175,58.59166666666666,75.49,45.94,54.85,12.919807145103468
3.0,B,215.2,112.08,99.19,81.48,124.93,82.83,200.47,101.82,69.63,88.79,117.05,90.71,2016-07-22 10:40:00,2016-07-22 12:20:00,2016-07-22 12:40:00,2016-07-22 14:20:00,117.61166666666666,180.27,54.8,120.38,52.718713723559944,107.13333333333333,157.7,47.27,115.52000000000001,38.42807862314569,109.37666666666668,144.87,84.36,97.345,24.83545583770644
2.0,A,53.57,50.36,50.41,101.76,55.95,60.76,54.92,66.94,71.59,63.84,90.96,104.94,2016-07-22 11:00:00,2016-07-22 12:40:00,2016-07-22 13:00:00,2016-07-22 14:40:00,69.25333333333333,84.86,58.84,66.94,10.007938182596185,52.565,60.48,46.64,51.769999999999996,5.018927176200108,54.70499999999999,72.44,45.94,50.85,9.996540901731958
3.0,B,112.08,99.19,81.48,124.93,82.83,200.47,101.82,69.63,88.79,117.05,90.71,128.29,2016-07-22 11:00:00,2016-07-22 12:40:00,2016-07-22 13:00:00,2016-07-22 14:40:00,106.52333333333333,168.37,54.8,111.13,43.00588362848352,101.06166666666665,157.7,47.27,97.305,39.00440970796336,114.60166666666667,144.87,84.36,113.02000000000001,25.29468751866025
2.0,A,50.36,50.41,101.76,55.95,60.76,54.92,66.94,71.59,63.84,90.96,104.94,60.32,2016-07-22 11:20:00,2016-07-22 13:00:00,2016-07-22 13:20:00,2016-07-22 15:00:00,71.815,84.86,58.84,73.28,10.382074455521881,57.90500000000001,81.49,46.64,54.635000000000005,12.504454806188072,52.26999999999999,60.17,45.94,50.85,5.644717884890264
3.0,B,99.19,81.48,124.93,82.83,200.47,101.82,69.63,88.79,117.05,90.71,128.29,129.11,2016-07-22 11:20:00,2016-07-22 13:00:00,2016-07-22 13:20:00,2016-07-22 15:00:00,106.84500000000001,168.37,56.73,111.13,42.5464032557395,99.51666666666665,157.7,47.27,97.305,37.9762244919985,118.01666666666667,144.87,84.36,122.985,23.604478106212532
2.0,A,50.41,101.76,55.95,60.76,54.92,66.94,71.59,63.84,90.96,104.94,60.32,102.25,2016-07-22 11:40:00,2016-07-22 13:20:00,2016-07-22 13:40:00,2016-07-22 15:20:00,67.36,79.46,58.13,65.48,9.348394514567726,58.60166666666666,81.49,49.55,54.635000000000005,11.850669882612822,54.12833333333333,60.17,47.98,54.63,4.9347195124613386
3.0,B,81.48,124.93,82.83,200.47,101.82,69.63,88.79,117.05,90.71,128.29,129.11,101.98,2016-07-22 11:40:00,2016-07-22 13:20:00,2016-07-22 13:40:00,2016-07-22 15:20:00,112.81333333333335,168.37,56.73,122.99000000000001,45.25389648048737,84.14166666666667,117.0,47.27,81.66999999999999,26.712775532817002,123.85166666666667,144.87,96.54,124.435,17.033108250306714
2.0,A,101.76,55.95,60.76,54.92,66.94,71.59,63.84,90.96,104.94,60.32,102.25,58.8,2016-07-22 12:00:00,2016-07-22 13:40:00,2016-07-22 14:00:00,2016-07-22 15:40:00,68.98,79.46,58.13,69.17500000000001,8.36738429857264,60.77166666666667,81.49,49.55,54.635000000000005,13.359421269900379,56.31999999999999,61.13,49.53,57.46,4.564169146734157
3.0,B,124.93,82.83,200.47,101.82,69.63,88.79,117.05,90.71,128.29,129.11,101.98,101.56,2016-07-22 12:00:00,2016-07-22 13:40:00,2016-07-22 14:00:00,2016-07-22 15:40:00,101.31666666666666,144.33,56.73,106.565,36.16677572948226,91.90499999999999,127.1,47.27,97.305,31.744441245673233,137.20333333333335,176.65,116.47,132.93,22.012581553890193
1.0,C,213.29,169.57,153.69,144.44,209.28,177.75,127.91,128.67,233.66,204.39,132.93,221.93,2016-07-22 12:00:00,2016-07-22 13:40:00,2016-07-22 14:00:00,2016-07-22 15:40:00,165.398,185.23,136.41,179.4,23.518485708055273,162.054,187.53,147.59,158.82,15.168985793387773,153.476,195.28,117.03,161.59,33.63340051199105
2.0,A,55.95,60.76,54.92,66.94,71.59,63.84,90.96,104.94,60.32,102.25,58.8,57.39,2016-07-22 12:20:00,2016-07-22 14:00:00,2016-07-22 14:20:00,2016-07-22 16:00:00,68.795,79.46,58.13,69.17500000000001,8.584061393070295,62.879999999999995,81.49,49.55,60.96,13.070169088424219,57.14333333333334,65.11,49.53,57.46,5.701447769353559
3.0,A,89.81,123.39,92.78,110.69,89.23,98.01,132.44,110.89,107.58,108.72,102.05,120.42,2016-07-22 12:20:00,2016-07-22 14:00:00,2016-07-22 14:20:00,2016-07-22 16:00:00,117.374,140.16,104.69,112.86,14.437213373778196,113.435,129.93,97.96,112.65,13.742898893610477,97.36166666666668,102.92,93.23,96.65,3.363756332831893
3.0,B,82.83,200.47,101.82,69.63,88.79,117.05,90.71,128.29,129.11,101.98,101.56,130.6,2016-07-22 12:20:00,2016-07-22 14:00:00,2016-07-22 14:20:00,2016-07-22 16:00:00,108.29,144.33,56.73,108.525,30.54383931335418,89.16666666666667,127.1,47.27,89.09,30.36471878128738,139.63500000000002,176.65,116.47,132.93,23.764983273715973
1.0,C,169.57,153.69,144.44,209.28,177.75,127.91,128.67,233.66,204.39,132.93,221.93,206.46,2016-07-22 12:20:00,2016-07-22 14:00:00,2016-07-22 14:20:00,2016-07-22 16:00:00,166.632,188.78,136.41,179.4,24.775632585264095,155.685,161.44,147.59,156.855,6.030735168009505,153.476,195.28,117.03,161.59,33.63340051199105
2.0,A,60.76,54.92,66.94,71.59,63.84,90.96,104.94,60.32,102.25,58.8,57.39,86.53,2016-07-22 12:40:00,2016-07-22 14:20:00,2016-07-22 14:40:00,2016-07-22 16:20:00,67.195,79.46,58.13,64.375,9.23175552102632,64.17666666666666,81.49,50.82,61.985,11.808235544172831,61.339999999999996,74.71,52.17,59.480000000000004,7.84200739606894
3.0,A,123.39,92.78,110.69,89.23,98.01,132.44,110.89,107.58,108.72,102.05,120.42,131.72,2016-07-22 12:40:00,2016-07-22 14:20:00,2016-07-22 14:40:00,2016-07-22 16:20:00,114.425,140.16,99.68,109.88499999999999,14.796151864589655,114.208,129.93,97.96,115.73,15.21849598350639,98.35833333333335,102.92,93.23,98.105,3.5572990690503747
3.0,B,200.47,101.82,69.63,88.79,117.05,90.71,128.29,129.11,101.98,101.56,130.6,113.65,2016-07-22 12:40:00,2016-07-22 14:20:00,2016-07-22 14:40:00,2016-07-22 16:20:00,94.89,144.33,51.84,101.35,35.214402167295134,97.546,127.1,65.45,95.36,25.01841281936166,138.48833333333334,176.65,116.47,129.49,24.117966263071743
1.0,C,153.69,144.44,209.28,177.75,127.91,128.67,233.66,204.39,132.93,221.93,206.46,171.72,2016-07-22 12:40:00,2016-07-22 14:20:00,2016-07-22 14:40:00,2016-07-22 16:20:00,164.65,188.78,133.43,179.4,27.36577150383303,141.77499999999998,158.82,105.8,151.24,24.43051438945429,145.636,172.16,117.03,156.08,24.883231904236236
2.0,A,54.92,66.94,71.59,63.84,90.96,104.94,60.32,102.25,58.8,57.39,86.53,70.04,2016-07-22 13:00:00,2016-07-22 14:40:00,2016-07-22 15:00:00,2016-07-22 16:40:00,65.525,79.46,58.13,63.47,7.973839100458446,63.89166666666666,81.49,50.82,61.985,12.083339632182266,63.28333333333333,74.71,57.09,62.480000000000004,6.433309153667857
3.0,A,92.78,110.69,89.23,98.01,132.44,110.89,107.58,108.72,102.05,120.42,131.72,133.68,2016-07-22 13:00:00,2016-07-22 14:40:00,2016-07-22 15:00:00,2016-07-22 16:40:00,111.13333333333334,140.16,87.16,108.775,18.528492293402252,116.49600000000001,141.37,97.96,115.73,18.646908054688318,99.085,102.92,93.23,100.015,3.5174465170063334
3.0,B,101.82,69.63,88.79,117.05,90.71,128.29,129.11,101.98,101.56,130.6,113.65,84.49,2016-07-22 13:00:00,2016-07-22 14:40:00,2016-07-22 15:00:00,2016-07-22 16:40:00,94.56,144.33,51.84,101.35,35.01111709157536,106.73799999999999,128.78,65.45,117.0,26.645484045143558,136.94500000000002,176.65,116.47,124.85999999999999,25.085062288142723
2.0,A,66.94,71.59,63.84,90.96,104.94,60.32,102.25,58.8,57.39,86.53,70.04,75.99,2016-07-22 13:20:00,2016-07-22 15:00:00,2016-07-22 15:20:00,2016-07-22 17:00:00,60.835,68.56,51.32,60.125,6.221442758717627,60.673333333333325,73.5,50.82,59.754999999999995,8.49844613248014,66.88166666666666,79.42,57.09,64.47,8.484132051463288
3.0,A,110.69,89.23,98.01,132.44,110.89,107.58,108.72,102.05,120.42,131.72,133.68,117.13,2016-07-22 13:20:00,2016-07-22 15:00:00,2016-07-22 15:20:00,2016-07-22 17:00:00,103.08666666666666,122.25,87.16,102.185,13.085683270913549,122.796,141.37,99.35,128.07,15.94412681836168,100.33,106.76,93.23,101.07499999999999,4.720711810733631
3.0,B,69.63,88.79,117.05,90.71,128.29,129.11,101.98,101.56,130.6,113.65,84.49,115.19,2016-07-22 13:20:00,2016-07-22 15:00:00,2016-07-22 15:20:00,2016-07-22 17:00:00,104.23333333333333,144.33,51.84,107.535,30.14891883080829,94.18400000000001,128.78,54.23,95.36,34.291741425596925,136.74833333333333,176.65,115.29,124.85999999999999,25.28154695952498
2.0,A,71.59,63.84,90.96,104.94,60.32,102.25,58.8,57.39,86.53,70.04,75.99,94.22,2016-07-22 13:40:00,2016-07-22 15:20:00,2016-07-22 15:40:00,2016-07-22 17:20:00,61.199999999999996,68.56,51.32,60.254999999999995,6.093941253408995,62.92499999999999,73.5,53.57,63.254999999999995,7.028242312271255,69.41833333333334,79.42,61.13,68.71000000000001,7.139810688433319
3.0,A,89.23,98.01,132.44,110.89,107.58,108.72,102.05,120.42,131.72,133.68,117.13,132.75,2016-07-22 13:40:00,2016-07-22 15:20:00,2016-07-22 15:40:00,2016-07-22 17:20:00,101.60333333333334,122.25,87.16,97.73500000000001,13.36895308790732,112.636,141.37,77.27,115.73,25.2266442476997,101.87666666666667,106.76,96.92,101.96000000000001,3.206709632421788
3.0,B,88.79,117.05,90.71,128.29,129.11,101.98,101.56,130.6,113.65,84.49,115.19,136.99,2016-07-22 13:40:00,2016-07-22 15:20:00,2016-07-22 15:40:00,2016-07-22 17:20:00,99.59333333333332,116.49,51.84,107.535,24.3232075735637,108.024,134.65,54.23,127.1,33.755816239575665,138.43166666666667,176.65,115.29,129.475,24.20640032443211
2.0,A,63.84,90.96,104.94,60.32,102.25,58.8,57.39,86.53,70.04,75.99,94.22,121.91,2016-07-22 14:00:00,2016-07-22 15:40:00,2016-07-22 16:00:00,2016-07-22 17:40:00,59.923333333333325,66.75,51.32,60.254999999999995,4.936025391614863,62.39666666666667,70.33,53.57,63.254999999999995,6.136929742686213,69.02,79.42,58.74,68.71000000000001,7.736443627404002
3.0,A,98.01,132.44,110.89,107.58,108.72,102.05,120.42,131.72,133.68,117.13,132.75,105.02,2016-07-22 14:00:00,2016-07-22 15:40:00,2016-07-22 16:00:00,2016-07-22 17:40:00,97.52833333333335,112.86,87.16,96.795,8.742897498350686,116.08800000000001,141.37,77.27,116.61,24.110307339393255,103.44333333333333,112.32,96.92,101.96000000000001,5.378901994521434
3.0,B,117.05,90.71,128.29,129.11,101.98,101.56,130.6,113.65,84.49,115.19,136.99,191.51,2016-07-22 14:00:00,2016-07-22 15:40:00,2016-07-22 16:00:00,2016-07-22 17:40:00,95.665,116.49,51.84,107.535,26.194012102005296,117.554,174.75,54.23,128.78,45.25533482364262,129.11666666666667,159.46,115.29,125.11500000000001,15.879424002987852
2.0,A,90.96,104.94,60.32,102.25,58.8,57.39,86.53,70.04,75.99,94.22,121.91,69.64,2016-07-22 14:20:00,2016-07-22 16:00:00,2016-07-22 16:20:00,2016-07-22 18:00:00,60.276666666666664,66.75,51.32,60.61,5.022878324891682,62.475,70.33,53.57,63.254999999999995,6.204552360968517,68.10833333333333,79.42,58.74,68.07,8.56705647621554
3.0,A,132.44,110.89,107.58,108.72,102.05,120.42,131.72,133.68,117.13,132.75,105.02,153.13,2016-07-22 14:20:00,2016-07-22 16:00:00,2016-07-22 16:20:00,2016-07-22 18:00:00,96.69333333333334,107.85,87.16,96.795,7.063777082175418,110.47800000000002,141.37,77.27,116.61,27.270650340613443,108.39166666666667,126.61,100.74,104.635,9.918543071775545
3.0,B,90.71,128.29,129.11,101.98,101.56,130.6,113.65,84.49,115.19,136.99,191.51,105.54,2016-07-22 14:20:00,2016-07-22 16:00:00,2016-07-22 16:20:00,2016-07-22 18:00:00,94.72500000000001,116.49,51.84,104.715,25.964990853069832,124.61999999999998,174.75,54.23,130.69,43.65352334004668,121.88499999999999,129.48,115.29,120.5,6.268909793576548
2.0,A,104.94,60.32,102.25,58.8,57.39,86.53,70.04,75.99,94.22,121.91,69.64,98.93,2016-07-22 14:40:00,2016-07-22 16:20:00,2016-07-22 16:40:00,2016-07-22 18:20:00,65.09833333333333,89.12,51.32,61.54,12.795202877120266,66.71833333333333,82.79,53.57,65.72,9.702322230614005,64.31833333333333,79.42,51.97,61.735,9.976487190723331
